171,shiraz,ایستگاه مترو عادل آباد (عدالت),52.5063209,29.5802184,میدان شریعتی
172,shiraz,ایستگاه مترو دولت,52.5083905,29.5882933,بلوار عدالت جنوبی
173,shiraz,ایستگاه مترو رحمت,52.5106426,29.5974603,بلوار عدالت جنوبی
174,shiraz,ایستگاه مترو بسیج (امیرکبیر),52.5158509,29.6038371,بلوار عدالت شمالی، بلوار بهشتی
175,shiraz,ایستگاه مترو استقلال,52.5224493,29.6153358,شوش، میدان راه آهن
176,shiraz,ایستگاه مترو پانزده خرداد,52.5270299,29.617967,خیام
177,shiraz,ایستگاه مترو امام حسین,52.5316409,29.6243137,بزرگراه شهید صیاد شیرازی، خواجه نصیرالدین طوسی
178,shiraz,ایستگاه مترو آزادی,52.5373674,29.6305896,بزرگراه لشگری
179,shiraz,ایستگاه مترو اطلسی,52.5511694,29.6296404,شوش، میدان راه آهن
180,shiraz,ایستگاه مترو حافظیه,52.5599865,29.6255009,مستوفی - بصیر، خشی
181,shiraz,ایستگاه مترو سعدیه,52.5819887,29.6234662,شوش، میدان راه آهن
182,tabriz,تبریز 1 - ایستگاه ائل گولی,46.3631542,38.0198841,""
183,tabriz,تبریز 1 - سهند,46.3600965,38.0296121,منطقه شکار ممنوع سهند
184,tabriz,تبریز 1 -امام رضا,46.3552993,38.0397305,""
185,tabriz,تبریز 1 - خیام,46.3516086,38.0467943,""
186,tabriz,تبریز 1 - 29 بهمن,46.3469308,38.0539249,بلوار ٢٩ بهمن(راهنمایی)
187,tabriz,تبریز 1 - استاد شهریار,46.3409568,38.0604943,""
188,tabriz,تبریز 1 - دانشگاه,46.3291589,38.0648531,بزرگراه بسیج، فرهنگ شمالی
189,tabriz,تبریز 1 - آبرسان,46.3203613,38.0672519,""
190,tabriz,تبریز 1 - قطب زمین (سالار ملی),46.3121644,38.0695832,""
191,tabriz,تبریز 1 - شهید بهشتی,46.3045829,38.0716441,""
192,tabriz,تبریز 1 - میدان ساعت,46.2972015,38.0742792,""
193,tabriz,تبریز 1 - میدان کن,46.2895114,38.0763396,""
194,tabriz,تبریز 1 - فونقا,46.2788255,38.0757483,""
195,tabriz,تبریز 1 - گازران,46.2718303,38.0678259,بلوار شکوفه
196,tabriz,تبریز 1 - لاله,46.2616828,38.0633199,اشرفی لاله
197,tabriz,تبریز 1 - امام حسین,46.2496431,38.0572668,""
198,tabriz,تبریز 1 - باکری,46.2402042,38.053539,""
199,tabriz,تبریز 1 - نور,46.2315568,38.0516466,لاله غربی، گلباران
200,isfahan,اشرفی اصفهانی,51.3339781,35.7350649,بلوار اشرفی اصفهانی
201,isfahan,اصفهان 1 - ایستگاه قدس (ملکشهر) Ghods Malekshahr,51.6029947,32.7152021,""
202,isfahan,اصفهان 1 - بهارستان Baharestan,51.6167229,32.7134165,""
203,isfahan,اصفهان 1 - گلستان Golestan,51.6312717,32.7156817,""
204,isfahan,اصفهان 1 - مفتح Mofateh,51.6445335,32.7161039,""
205,isfahan,اصفهان 1 - علیخانی Alikhani,51.658613,32.7151571,""
206,isfahan,اصفهان 1 - جابر Jaber,51.6660176,32.7083213,""
207,isfahan,اصفهان 1 - ترمینال کاوه  Bus Terminal Kave ,51.6730042,32.6989822,""
208,isfahan,اصفهان 1 - چمران Chamran,51.6731154,32.6874701,""
209,isfahan,اصفهان 1 - باهنر Bahonar,51.6718541,32.6793428,""
210,isfahan,اصفهان 1 - شهدا(فروغی) Shohada,51.6709529,32.6715762,""
211,isfahan,اصفهان 1 - تختی(عبدالرزاق) Takhti,51.6699444,32.6643214,""
212,isfahan,اصفهان 1 - امام حسین(دروازه دولت) Emam Huseyn,51.6695046,32.657773,""
213,isfahan,اصفهان 1 - انقلاب Enghelab,51.6679358,32.6487915,""
214,isfahan,اصفهان 1 - سی و سه پل 33Pol Si-o-se-pol,51.6669553,32.6404712,""
215,isfahan,اصفهان 1 - 19شریعتی Shariati,51.6652726,32.6294345,""
216,isfahan,اصفهان 1 - آزادی Azadi sq,51.6642427,32.6224227,""
217,isfahan,اصفهان 1 - دانشگاه Daneshgha (University),51.6633477,32.6129017,""
218,isfahan,اصفهان 1 - کارگر Karegar,51.6647993,32.6049755,""
219,isfahan,اصفهان 1 - کوی امام Koy-e Emam,51.6680901,32.5989419,""
220,isfahan,اصفهان 1 - دفاع مقدس (صفه) Defa Moghadas - Soffe,51.6699269,32.5884211,""
